"id","ym","inef_autocorr","inef_vr","inef_vc","inef_rvp","inef_hurst","inef_skew","inef_kurt","inef_rdi","inef_tail","inef_rcvm"
"JKSE",200001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKSE",200002,0.355674104546833,0.916115513078208,0.315349106452442,0.59633132706635,NA,0.19192987476766,0,2.67091030281926,0.0681081878302035,0.218098133347943
"JKSE",200003,0.64774181072009,1.06648937326522,0.482489360070692,1.06103272722937,NA,0.0329217280533462,0,2.63791130281044,0.0484318396771422,0.271286677730048
"JKSE",200004,0.651277604006957,0.801603129636647,0.38516353916232,1.00155810366573,NA,0.0837437105226559,0,2.44223905119912,0.0646672250305359,0.268522007555693
"JKSE",200005,0.678802440814148,0.520535538976465,0.49791831346451,1.53895479918763,NA,0.0988854885871469,0,2.4055431327183,0.0651912911171034,0.336672672737152
"JKSE",200006,0.60515503540745,0.594890162214763,0.51371094794926,1.27209885475288,0.0181473487589258,0.0183604169822461,0,2.4945111765547,0.0650216351268689,0.377304205972637
"JKSE",200007,0.514346706246451,0.27582887271571,0.433640097222892,1.13445561812189,0.0101897349700861,0.0997271044021504,0,2.69631231142854,0.0790581597013863,0.267774186236498
"JKSE",200008,0.187328411673773,0.128927061433653,0.423866636173716,0.902509404796248,0.0308437674734927,0.176086696484004,0,2.82011421080765,0.0887343762917758,0.233726508522537
"JKSE",200009,0.125145060473597,0.119014589854657,0.440089521939594,0.904364948865566,0.0440438162161113,0.133257889787092,0,2.86278081622975,0.0810819632881486,0.240252299887066
"JKSE",200010,0.107879339271766,0.18205057925458,0.431970782564591,0.966326725654419,0.0390551136202249,0.205370102897758,0,2.86242988336008,0.0789087171223616,0.230754143911769
"JKSE",200011,0.14506541804086,0.219155554533391,0.479165128973945,1.10286720733846,0.0327592434561215,0.173081349102674,0,2.84757101369014,0.0853177855828805,0.231440923684913
"JKSE",200012,0.108464224958482,0.246819026640825,0.421454888607813,1.09994324048417,0.0263768068185383,0.143352965038274,0,2.78670431195675,0.0834896999590685,0.218111811377625
"JKSE",200101,0.22399375986659,0.258409039568351,0.48780059957542,1.0950544484889,0.0212336667200319,0.17288756054456,0,2.73357591954056,0.0827030077695737,0.215652137654415
"JKSE",200102,0.148556686543127,0.200135150398389,0.475459871809312,1.13546563790263,0.0294702338576843,0.225253207086971,0,2.63614493132192,0.0861774574857401,0.238850328420953
"JKSE",200103,0.380048381827311,0.351374624368651,0.536093026336131,1.0467457739979,0.02831866296068,0.368831657463232,0,2.12379032852673,0.0834810568459839,0.254477669843856
"JKSE",200104,0.322720169509157,0.213068479060006,0.42941086630456,0.974578379343968,0.0331675094808866,0.7688405988973,0.953176397097447,2.19655980621608,0.0838306402105674,0.217411051022969
"JKSE",200105,0.227780294189971,0.162996955216122,0.441682292002936,1.03194392371104,0.0173615027772971,0.492427212904312,0.927793656869794,2.07318316566375,0.0804603363395356,0.221372479765301
